From,To,Element,Threshold,Groups
ns1_t_1,SupraMarginal_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ns1_t_1,Vermis_3_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ns1_t_1,Vermis_7_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Cerebelum_Crus2_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Frontal_Sup_Orb_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Olfactory_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Parietal_Sup_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Rolandic_Oper_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Cerebelum_Crus2_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Frontal_Sup_Orb_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Olfactory_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Parietal_Sup_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Rolandic_Oper_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_0,Cerebelum_8_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_1,Cerebelum_8_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_0,Vermis_6_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_1,Vermis_6_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Cingulum_Post_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Parietal_Sup_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Cingulum_Post_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Parietal_Sup_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_L_t_0,Cerebelum_6_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_L_t_0,Cerebelum_Crus1_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_L_t_1,Cerebelum_6_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_L_t_1,Cerebelum_Crus1_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_R_t_0,Fusiform_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_R_t_0,Rectus_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_R_t_1,Fusiform_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
ParaHippocampal_R_t_1,Rectus_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_0,Caudate_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_1,Caudate_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_0,Precentral_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_1,Precentral_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_L_t_0,Hippocampus_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_L_t_1,Hippocampus_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_0,Frontal_Mid_Orb_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_0,Precentral_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_0,Rectus_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_1,Frontal_Mid_Orb_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_1,Precentral_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precentral_R_t_1,Rectus_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precuneus_L_t_0,Angular_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Precuneus_L_t_1,Angular_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Scan_no_t_0,Vermis_7_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Scan_no_t_1,Vermis_7_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Temporal_Inf_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Temporal_Inf_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_L_t_0,Caudate_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_L_t_1,Caudate_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_0,Frontal_Mid_Orb_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_1,Frontal_Mid_Orb_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Temporal_Sup_R_t_1,Heschl_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_0,Cerebelum_4_5_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_1,Cerebelum_4_5_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_1,Heschl_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_1,Vermis_9_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_10_t_0,Vermis_3_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_10_t_1,Vermis_3_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_6_t_0,Cerebelum_Crus2_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_6_t_1,Cerebelum_Crus2_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_0,Calcarine_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_0,Pallidum_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_1,Calcarine_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_1,Pallidum_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_8_t_0,Calcarine_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_8_t_1,Calcarine_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_9_t_0,Cerebelum_3_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Vermis_9_t_1,Cerebelum_3_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Caudate_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Frontal_Mid_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Temporal_Sup_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Caudate_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Frontal_Mid_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Temporal_Sup_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Cerebelum_4_5_L_t_0,Paracentral_Lobule_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Cerebelum_4_5_L_t_1,Paracentral_Lobule_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_L_t_0,Frontal_Mid_Orb_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_L_t_0,Temporal_Pole_Sup_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_L_t_1,Frontal_Mid_Orb_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_L_t_1,Temporal_Pole_Sup_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_0,Occipital_Mid_R_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_1,Occipital_Mid_R_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_0,Frontal_Inf_Orb_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_1,Frontal_Inf_Orb_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Occipital_Mid_R_t_0,Frontal_Mid_Orb_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Occipital_Mid_R_t_1,Frontal_Mid_Orb_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Cerebelum_4_5_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Cerebelum_4_5_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_0,Parietal_Inf_L_t_0,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_1,Parietal_Inf_L_t_1,Not Shared PDS Encoding,1,PDS Encoding & HC Encoding
Amygdala_R_t_1,Cerebelum_3_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_0,Cingulum_Post_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_0,Olfactory_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_1,Cingulum_Post_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_L_t_1,Olfactory_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_R_t_0,Cerebelum_Crus2_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_R_t_0,Fusiform_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_R_t_1,Cerebelum_Crus2_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Angular_R_t_1,Fusiform_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Cerebelum_7b_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Frontal_Inf_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Occipital_Inf_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Olfactory_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Cerebelum_7b_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Frontal_Inf_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Occipital_Inf_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Olfactory_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
bmi_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Calcarine_R_t_1,Cingulum_Post_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_L_t_0,Parietal_Inf_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_L_t_1,Frontal_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_L_t_1,Parietal_Inf_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_R_t_1,Vermis_6_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Cerebelum_3_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Cingulum_Post_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Frontal_Sup_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Occipital_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Cerebelum_3_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Cingulum_Post_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Frontal_Sup_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Occipital_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_3_L_t_0,Fusiform_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_3_L_t_1,Cerebelum_9_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_3_L_t_1,Fusiform_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_4_5_R_t_0,Heschl_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_4_5_R_t_1,Heschl_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_L_t_0,Fusiform_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_L_t_1,Fusiform_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_0,Cerebelum_8_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_0,Vermis_8_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_1,Cerebelum_8_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_R_t_1,Vermis_8_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_0,Frontal_Med_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_0,ParaHippocampal_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_1,Frontal_Med_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_1,ParaHippocampal_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_R_t_1,Cingulum_Ant_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_0,Temporal_Pole_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_1,Temporal_Pole_Mid_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_9_L_t_0,Vermis_3_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_9_L_t_1,Vermis_3_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_0,Cerebelum_10_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_0,Vermis_7_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_1,Cerebelum_10_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_1,Vermis_7_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_0,Frontal_Sup_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_1,Frontal_Inf_Oper_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_1,Frontal_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_R_t_1,Frontal_Sup_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_L_t_0,Frontal_Sup_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_L_t_1,Frontal_Sup_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_R_t_0,Caudate_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_R_t_0,Rectus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_R_t_1,Caudate_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus2_R_t_1,Rectus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_0,Paracentral_Lobule_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_0,SupraMarginal_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_0,Vermis_4_5_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_1,Paracentral_Lobule_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_1,SupraMarginal_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_1,Vermis_4_5_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_0,Cingulum_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_0,Insula_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_1,Cingulum_Mid_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_1,Insula_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Post_R_t_0,Precuneus_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Post_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Post_R_t_1,Calcarine_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Post_R_t_1,Precuneus_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Post_R_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cuneus_L_t_0,Precuneus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cuneus_L_t_1,Precuneus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_0,Caudate_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_0,Heschl_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_1,Caudate_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_1,Heschl_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_1,Occipital_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_R_t_0,Cerebelum_8_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Orb_R_t_1,Cerebelum_8_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Tri_L_t_0,Cerebelum_Crus1_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Tri_L_t_0,Temporal_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Tri_L_t_1,Cerebelum_Crus1_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Inf_Tri_L_t_1,Temporal_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_L_t_0,Angular_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_L_t_1,Angular_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_R_t_0,Cerebelum_9_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_R_t_1,Cerebelum_9_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_L_t_0,Cerebelum_10_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_L_t_1,Cerebelum_10_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_0,Cerebelum_7b_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_0,Cerebelum_Crus1_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_0,Frontal_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_0,Rectus_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_1,Cerebelum_7b_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_1,Cerebelum_Crus1_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_1,Frontal_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_L_t_1,Rectus_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_0,Cerebelum_4_5_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_0,Cerebelum_7b_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_0,Frontal_Inf_Tri_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_1,Cerebelum_4_5_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_1,Cerebelum_7b_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_1,Frontal_Inf_Tri_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_Orb_R_t_1,Vermis_6_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_R_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_R_t_0,Vermis_8_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_R_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Mid_R_t_1,Vermis_8_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_L_t_0,Cerebelum_Crus2_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_L_t_0,Vermis_10_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_L_t_1,Cerebelum_Crus2_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_L_t_1,Vermis_10_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_R_t_0,Olfactory_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Orb_R_t_1,Olfactory_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Fusiform_L_t_0,Occipital_Inf_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Fusiform_L_t_1,Occipital_Inf_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
golden_sumscore_t_0,Cingulum_Post_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
golden_sumscore_t_0,Frontal_Med_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
golden_sumscore_t_1,Cingulum_Post_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
golden_sumscore_t_1,Frontal_Med_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_L_t_0,SupraMarginal_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_L_t_1,SupraMarginal_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_R_t_0,Temporal_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_R_t_0,Temporal_Pole_Sup_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_R_t_1,Cingulum_Post_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_R_t_1,Temporal_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Heschl_R_t_1,Temporal_Pole_Sup_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Hippocampus_L_t_0,Cerebelum_7b_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Hippocampus_L_t_1,Cerebelum_7b_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Hippocampus_L_t_1,Vermis_1_2_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
hopkins_anxiety_t_0,Cerebelum_8_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
