From,To,Element,Threshold,Groups
hopkins_anxiety_t_0,Frontal_Inf_Oper_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
hopkins_anxiety_t_0,Rectus_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
hopkins_anxiety_t_1,Cerebelum_8_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
hopkins_anxiety_t_1,Frontal_Inf_Oper_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
hopkins_anxiety_t_1,Rectus_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Insula_R_t_0,Pallidum_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Insula_R_t_1,Pallidum_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Frontal_Med_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Frontal_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Hippocampus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Olfactory_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Postcentral_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Putamen_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_0,Thalamus_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Frontal_Med_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Frontal_Mid_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Hippocampus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Olfactory_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Postcentral_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Putamen_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
marriage_num_t_1,Thalamus_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_0,Cerebelum_8_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_0,Parietal_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_0,Parietal_Sup_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_1,Cerebelum_8_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_1,Parietal_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
ns1_t_1,Parietal_Sup_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Calcarine_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Frontal_Mid_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Fusiform_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Supp_Motor_Area_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_0,Temporal_Pole_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Calcarine_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Frontal_Mid_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Fusiform_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Supp_Motor_Area_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
numbro_t_1,Temporal_Pole_Mid_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Inf_L_t_0,Cerebelum_Crus1_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Inf_L_t_1,Cerebelum_Crus1_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Mid_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Mid_R_t_1,Temporal_Pole_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_L_t_0,Paracentral_Lobule_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_L_t_1,Paracentral_Lobule_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_R_t_0,Frontal_Med_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_R_t_1,Frontal_Med_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_0,Pallidum_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_1,Pallidum_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_L_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_0,Frontal_Sup_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_0,Occipital_Sup_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_1,Frontal_Sup_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_1,Occipital_Sup_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_L_t_1,Cerebelum_10_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Pallidum_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Parietal_Inf_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Pallidum_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Parietal_Inf_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_L_t_0,Paracentral_Lobule_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_L_t_1,Paracentral_Lobule_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_0,Cingulum_Post_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_0,Fusiform_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_1,Cingulum_Post_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Inf_R_t_1,Fusiform_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_0,Amygdala_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_0,Cerebelum_7b_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_0,Paracentral_Lobule_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_1,Amygdala_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_1,Cerebelum_7b_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_R_t_1,Paracentral_Lobule_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Postcentral_L_t_0,Angular_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Postcentral_L_t_1,Angular_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Postcentral_R_t_0,Frontal_Sup_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Postcentral_R_t_1,Frontal_Sup_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Precentral_L_t_0,Precentral_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Precentral_L_t_1,Precentral_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Putamen_L_t_0,Occipital_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Putamen_L_t_1,Occipital_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_L_t_0,Caudate_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_L_t_1,Caudate_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_0,Cerebelum_10_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_0,Parietal_Sup_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_1,Cerebelum_10_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rectus_R_t_1,Parietal_Sup_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rolandic_Oper_R_t_0,Heschl_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Rolandic_Oper_R_t_1,Heschl_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Scan_no_t_0,Cerebelum_10_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Scan_no_t_1,Cerebelum_10_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
scansinceencode_t_1,Calcarine_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Amygdala_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Frontal_Inf_Orb_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Frontal_Inf_Tri_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Heschl_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Lingual_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Amygdala_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Frontal_Inf_Orb_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Frontal_Inf_Tri_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Heschl_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Heschl_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Lingual_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
school_yrs.y_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Supp_Motor_Area_L_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Supp_Motor_Area_L_t_0,Temporal_Pole_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Supp_Motor_Area_L_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Supp_Motor_Area_L_t_1,Temporal_Pole_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_L_t_0,Occipital_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_L_t_1,Occipital_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_0,Frontal_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_0,Postcentral_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_1,Frontal_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_1,Postcentral_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Mid_L_t_0,Caudate_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Mid_L_t_1,Caudate_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Mid_L_t_0,Cerebelum_3_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Mid_L_t_1,Cerebelum_3_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Mid_R_t_0,Olfactory_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Mid_R_t_1,Olfactory_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Sup_L_t_0,Postcentral_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Sup_L_t_1,Postcentral_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Sup_R_t_0,Rectus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Pole_Sup_R_t_1,Rectus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Sup_L_t_0,Thalamus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Sup_L_t_1,Thalamus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_0,Fusiform_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_1_2_t_1,Fusiform_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_10_t_1,Cerebelum_9_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_3_t_0,Cerebelum_4_5_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_3_t_1,Cerebelum_4_5_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_3_t_1,Vermis_10_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_4_5_t_0,Temporal_Inf_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_4_5_t_1,Temporal_Inf_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_4_5_t_1,Vermis_3_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_1,Frontal_Inf_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_7_t_1,Frontal_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_9_t_0,Vermis_4_5_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_9_t_1,Vermis_4_5_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Amygdala_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Caudate_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Frontal_Inf_Oper_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Frontal_Mid_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Pallidum_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_0,Putamen_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Amygdala_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Caudate_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Frontal_Inf_Oper_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Frontal_Mid_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Pallidum_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
wkmnup_t_1,Putamen_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_0,Cerebelum_7b_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_0,Cerebelum_Crus1_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_0,Putamen_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_1,Cerebelum_7b_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_1,Cerebelum_Crus1_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Amygdala_L_t_1,Putamen_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_R_t_0,Cingulum_Mid_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Caudate_R_t_1,Cingulum_Mid_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_L_t_0,Vermis_4_5_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_6_L_t_1,Vermis_4_5_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_0,Amygdala_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_0,Temporal_Inf_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_1,Amygdala_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_7b_L_t_1,Temporal_Inf_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_0,Cerebelum_9_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_0,Occipital_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_1,Cerebelum_9_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_8_R_t_1,Occipital_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_0,Amygdala_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_1,Amygdala_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_0,Rectus_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Ant_L_t_1,Rectus_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_L_t_0,Insula_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_L_t_0,Paracentral_Lobule_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_L_t_1,Insula_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_L_t_1,Paracentral_Lobule_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_R_t_0,Caudate_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Cingulum_Mid_R_t_1,Caudate_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_R_t_0,Occipital_Inf_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Med_Orb_R_t_1,Occipital_Inf_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Medial_L_t_0,Olfactory_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Frontal_Sup_Medial_L_t_1,Olfactory_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Insula_R_t_0,Cingulum_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Insula_R_t_1,Cingulum_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Inf_R_t_0,Frontal_Med_Orb_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Inf_R_t_1,Frontal_Med_Orb_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_L_t_0,Cerebelum_8_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Occipital_Sup_L_t_1,Cerebelum_8_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_0,Frontal_Sup_Medial_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Olfactory_R_t_1,Frontal_Sup_Medial_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Cingulum_Mid_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_0,Parietal_Sup_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Cingulum_Mid_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Paracentral_Lobule_R_t_1,Parietal_Sup_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_L_t_0,Paracentral_Lobule_R_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Parietal_Sup_L_t_1,Paracentral_Lobule_R_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Putamen_L_t_0,Amygdala_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Putamen_L_t_1,Amygdala_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_0,Cerebelum_7b_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Temporal_Inf_R_t_1,Cerebelum_7b_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_4_5_t_0,Cerebelum_6_L_t_0,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
Vermis_4_5_t_1,Cerebelum_6_L_t_1,Not Shared HC Encoding,1,PDS Encoding & HC Encoding
cigsym_t_0,Frontal_Inf_Tri_L_t_0,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
cigsym_t_1,Frontal_Inf_Tri_L_t_1,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
Hippocampus_L_t_0,ParaHippocampal_L_t_0,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
Hippocampus_L_t_1,ParaHippocampal_L_t_1,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
Temporal_Inf_L_t_0,Caudate_L_t_0,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
Temporal_Inf_L_t_1,Caudate_L_t_1,Shared PDS Encoding & HC Encoding,2,PDS Encoding & HC Encoding
Angular_L_t_0,Parietal_Sup_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Angular_L_t_1,Parietal_Sup_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_0,Cerebelum_4_5_R_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_0,Rectus_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_0,Vermis_7_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_1,Cerebelum_4_5_R_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_1,Rectus_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_1,Vermis_3_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_1,Vermis_7_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
bmi_t_1,Vermis_7_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Caudate_L_t_0,Occipital_Inf_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Caudate_L_t_1,Occipital_Inf_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Cerebelum_7b_R_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_10_R_t_0,Temporal_Inf_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Amygdala_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Cerebelum_7b_R_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_10_R_t_1,Temporal_Inf_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_3_R_t_0,Vermis_3_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_3_R_t_1,Vermis_3_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_4_5_R_t_1,Vermis_10_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_6_L_t_0,Lingual_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_6_L_t_1,Lingual_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_6_R_t_0,Cerebelum_9_R_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_6_R_t_1,Cerebelum_9_R_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_8_R_t_0,Cerebelum_10_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_8_R_t_1,Cerebelum_10_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_0,Frontal_Mid_Orb_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cerebelum_Crus1_L_t_1,Frontal_Mid_Orb_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
cigsym_t_0,Temporal_Pole_Mid_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
cigsym_t_1,Temporal_Pole_Mid_L_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cingulum_Mid_R_t_0,Hippocampus_R_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Cingulum_Mid_R_t_1,Hippocampus_R_t_1,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Frontal_Inf_Oper_L_t_1,Cingulum_Ant_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
Frontal_Inf_Oper_R_t_0,Temporal_Pole_Sup_L_t_0,Not Shared PDS Encoding,2,PDS Encoding & HC Encoding
